CDSCode,Status,County,Level_,Pb_Prv_BIE,Lat,Long
19101990127498,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.930428,-118.335766
19101990121772,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.880446,-118.289578
19101990127274,Active,Los Angeles,Elementary-High Combination,Public,33.956764,-118.394393
19647586020101,Active,Los Angeles,Elementary,Public,33.955326,-118.080726
19647586020093,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.964245,-118.074705
19647586020077,Active,Los Angeles,Elementary,Public,33.969719,-118.07501
19647666020150,Active,Los Angeles,Elementary,Public,33.937622,-117.979772
19647666020192,Active,Los Angeles,Elementary,Public,33.92134,-117.989282
19647666020218,Active,Los Angeles,Elementary,Public,33.920132,-117.978513
19647746020242,Active,Los Angeles,Elementary,Public,33.932766,-118.217388
19647746020309,Active,Los Angeles,Elementary,Public,33.923559,-118.182258
19647740114777,Active,Los Angeles,High School,Public,33.921575,-118.179911
19647741935428,Active,Los Angeles,High School,Public,33.921491,-118.17998
19647746115539,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.926367,-118.201367
19647746020317,Active,Los Angeles,Elementary,Public,33.921279,-118.206227
19647746116685,Active,Los Angeles,Elementary,Public,33.915389,-118.203055
19647746115547,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.915431,-118.203157
19647740107912,Active,Los Angeles,Elementary,Public,33.914175,-118.20811
19647740108399,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.935269,-118.204897
19647740108381,Active,Los Angeles,Elementary,Public,33.933978,-118.204179
