api,lat,lon
03710737,33.81358,-118.179503
03710738,33.813583,-118.179179
03710741,33.795822,-118.161579
03712046,34.029983,-118.083283
03712049,34.029496,-118.097788
03712057,34.028553,-118.084206
03712061,34.028463,-118.079364
03712063,34.034324,-118.077065
03712064,34.028663,-118.07739
03712065,34.03353,-118.078809
03712068,34.027885,-118.099106
03712070,34.027068,-118.077899
03712071,34.029752,-118.094508
03712080,33.819908,-118.184129
03712081,33.819643,-118.18404
03712088,33.802427,-118.178334
03712089,33.810036,-118.169259
03712090,33.806265,-118.16931
03712093,33.824473,-118.190837
03712108,33.801035,-118.174539
03712111,33.807397,-118.182463
03712115,33.810532,-118.184491
03712116,33.810423,-118.184742
03712118,33.803666,-118.168149
03712121,33.802526,-118.172154
03712127,33.803899,-118.172597
03712128,33.802986,-118.172507
03712130,33.804018,-118.17265
03712138,33.802147,-118.173691
03712141,33.806509,-118.171057
03712142,33.806382,-118.171816
03712147,33.808557,-118.16927
03712149,33.803972,-118.173919
03712150,33.80482,-118.170296
03712152,33.805964,-118.171454
03713259,34.400536,-118.632684
03713260,34.393839,-118.63319
03713261,34.399213,-118.646952
03713269,34.398592,-118.642951
03713270,34.394681,-118.621065
03713273,34.39433,-118.630281
03713276,34.392721,-118.61832
03713279,34.396788,-118.626218
03713281,34.402084,-118.644503
03713282,34.404896,-118.648796
03713285,34.390673,-118.617452
03713286,34.406517,-118.652412
03713287,34.404085,-118.643247
03713288,34.401904,-118.634377
03713293,34.405619,-118.64991
03713298,34.402996,-118.642214
03713299,34.404509,-118.637628
03713300,34.39986,-118.634059
03713319,34.390577,-118.493854
03713328,34.389039,-118.495931
03713329,34.38809,-118.495992
03713330,34.390461,-118.497001
03713342,34.392506,-118.489455
03713345,34.393241,-118.492829
03713346,34.391882,-118.49204
03713348,34.392875,-118.492405
03713349,34.392816,-118.493082
03713352,34.394259,-118.488872
03713355,34.392982,-118.49272
03710743,33.795797,-118.161971
03710746,33.800523,-118.168246
03710748,33.800507,-118.168756
03710749,33.800123,-118.168594
03710750,33.800018,-118.169262
03710751,33.800622,-118.168942
03710752,33.800479,-118.168955
03710753,33.80002,-118.169331
03710761,33.801063,-118.172218
03710762,33.801891,-118.172907
03710763,33.801552,-118.172324
03710776,34.030939,-118.085474
03710786,34.026519,-118.080181
03710788,34.027429,-118.076
03710789,34.028336,-118.075014
03710792,34.030422,-118.082542
03710797,34.029559,-118.081029
03710798,34.031002,-118.08402
03710800,34.029603,-118.093588
03710805,34.03167,-118.093018
03710808,34.031163,-118.094647
03710809,34.03026,-118.096139
03710811,34.033452,-118.091261
03710830,34.028675,-118.082454
03710832,34.028499,-118.083606
03710833,34.03034,-118.087578
03710835,34.032017,-118.08829
03710836,34.031011,-118.092059
03710837,34.03215,-118.080786
03710839,34.028554,-118.094675
03710847,34.030235,-118.088894
03712153,33.804815,-118.171404
03712155,33.805112,-118.170316
03712156,33.805457,-118.170903
03712157,33.805095,-118.171496
03712158,33.804821,-118.17074
03712159,33.805913,-118.170842
03712160,33.804832,-118.171743
03712163,33.809068,-118.181509
03712168,33.803392,-118.177616
03712169,33.793324,-118.154426
03712201,33.802137,-118.172839
03712203,33.80231,-118.172714
03712216,34.002302,-118.142507
03712217,34.0034,-118.142851
03712218,34.001854,-118.14376
03712221,34.005588,-118.14547
03712222,34.00329,-118.146708
03712223,34.001315,-118.14529
03712224,34.004628,-118.147012
03712225,34.00394,-118.145006
03712226,34.005087,-118.144234
03712228,34.003795,-118.143828
03712268,34.029447,-118.105805
03712269,34.034768,-118.114877
03712289,34.021355,-118.081453
03712348,34.398982,-118.63473
03712352,34.031094,-118.090397
03712357,34.03293,-118.089611
03712358,34.031441,-118.084126
03712364,34.027241,-118.094735
03712366,34.028946,-118.074948
03709188,33.806843,-118.181581
03709196,33.806261,-118.170485
03709200,33.809009,-118.180356
03709201,33.809985,-118.17995
03709211,33.794476,-118.159295
03709222,33.819668,-118.189712
03709234,33.809013,-118.17292
03709235,33.809384,-118.172962
03709238,33.820765,-118.190118
03709256,33.812919,-118.179757
03709257,33.812952,-118.180193
03709258,33.813349,-118.180464
03709259,33.800631,-118.16925
03709272,33.791512,-118.151636
03709275,33.807145,-118.170004
03709294,33.803153,-118.180055
03709297,33.802877,-118.181406
03709298,33.796976,-118.157767
03709331,33.813774,-118.174959
03709333,33.794593,-118.161326
03709334,33.79465,-118.161121
03709337,33.81085,-118.172378
03709363,33.794722,-118.159583
03709364,33.795165,-118.159433
03709368,33.79511,-118.15956
03709372,33.794838,-118.159284
03709398,33.806264,-118.171627
03709403,33.801015,-118.176511
03709418,33.812264,-118.194556
03709421,33.822462,-118.188174
03709424,33.80239,-118.169595
03709429,33.799719,-118.169719
03709436,33.794491,-118.156955
03712368,34.030031,-118.087049
03712369,34.029292,-118.091362
03712373,34.03007,-118.085223
03712374,34.031304,-118.082229
03712380,33.803794,-118.170043
03712381,33.81207,-118.180197
03712382,33.812103,-118.179354
03712383,33.813176,-118.179036
03712384,33.812923,-118.179322
03712385,33.813402,-118.179533
03712414,33.818079,-118.18056
03712458,33.816661,-118.169413
03712459,33.816605,-118.168844
03712460,33.816664,-118.169292
03712461,33.816659,-118.169216
03712569,34.024541,-118.107568
03712584,34.022115,-118.107485
03712586,34.024269,-118.113751
03712590,34.023547,-118.10655
03712603,34.386199,-118.615077
03712605,34.387959,-118.615265
03712607,34.384888,-118.610718
03712608,34.384016,-118.608736
03712610,34.383001,-118.604898
03712612,34.390738,-118.615023
03712621,34.395339,-118.635215
03712626,34.397143,-118.641789
03712635,34.398926,-118.643983
03712638,34.400799,-118.646158
03712640,34.402569,-118.643469
03709437,33.793836,-118.156929
03709495,33.819801,-118.184687
03709504,33.794508,-118.15709
03709507,33.795408,-118.159043
03709508,33.795391,-118.159109
03709515,33.793816,-118.159546
03709516,33.793805,-118.159088
03709518,33.794332,-118.159132
03709519,33.794787,-118.160498
03709520,33.795127,-118.160492
03709521,33.794125,-118.159139
03709561,33.791002,-118.155307
03709563,33.794801,-118.15496
03709564,33.794504,-118.154769
03709569,33.821698,-118.193367
03709575,33.817429,-118.18642
03709576,33.820047,-118.190509
03709577,33.81973,-118.188891
03709578,33.819891,-118.189041
03709579,33.819351,-118.187669
03709595,33.807735,-118.183003
03709596,33.812612,-118.185415
03709602,0,0
03709606,33.808621,-118.171535
03709620,33.808814,-118.171605
03709630,33.80707,-118.168947
03709650,33.80825,-118.168492
03709658,33.817831,-118.186419
03709659,33.802308,-118.173854
03709662,33.826884,-118.19435
03709668,33.808257,-118.18146
03709669,33.808183,-118.18301
03709670,33.808241,-118.181107
03713362,34.373874,-118.49729
03713363,34.373219,-118.49458
03713364,34.373487,-118.496037
03713365,34.372125,-118.495766
03713366,34.372159,-118.492135
03713367,34.371248,-118.491796
03713369,34.372185,-118.493632
03713370,34.373833,-118.49486
03713372,34.371042,-118.493455
03713373,34.370778,-118.495011
03713374,34.370973,-118.498153
03713375,34.372744,-118.497081
03713434,34.392575,-118.489854
03713436,34.392222,-118.490401
03713437,34.393541,-118.48839
03713441,34.393401,-118.491016
03713442,34.392847,-118.491573
03713446,34.393627,-118.493255
03713451,34.392803,-118.493241
03713453,34.394381,-118.49179
03713455,34.393209,-118.489461
03713459,34.394335,-118.489704
03713460,34.393119,-118.491484
03713461,34.391887,-118.493122
03713462,34.394363,-118.491049
03713463,34.392985,-118.491175
03713466,34.393801,-118.490419
03713467,34.393806,-118.49072
03713468,34.394009,-118.493224
03713469,34.392212,-118.489032
03713470,34.39164,-118.489913
03712642,34.404524,-118.650529
03712647,34.406148,-118.652745
03712651,34.393557,-118.635617
03712652,34.401301,-118.645631
03712666,34.39118,-118.491119
03712713,34.021419,-118.110884
03712716,34.019467,-118.110207
03712719,34.019396,-118.110214
03712755,34.02254,-118.098456
03712768,34.026537,-118.110629
03712769,34.026528,-118.11043
03712770,34.026508,-118.11022
03712771,34.026494,-118.109842
03712772,34.026508,-118.11022
03712773,34.026513,-118.110185
03712774,34.02651,-118.110136
03712793,34.021095,-118.114158
03712795,34.021133,-118.114739
03712858,34.406056,-118.650234
03712870,34.40417,-118.645486
03712880,34.401291,-118.637541
03712881,34.407299,-118.649391
03712882,34.401291,-118.637541
03712890,34.405095,-118.650121
03712894,34.406103,-118.636675
03712896,34.403645,-118.6293
03712979,34.349669,-118.509584
03712980,34.349234,-118.509262
03712981,34.349063,-118.510083
03709690,33.812803,-118.185204
03709691,33.812056,-118.185359
03709715,33.791885,-118.156323
03709716,33.801866,-118.17375
03709722,33.816012,-118.188484
03709735,33.810038,-118.1718
03709738,33.820413,-118.186281
03709752,33.820949,-118.186744
03709754,33.816944,-118.185392
03709814,33.799121,-118.162635
03714556,33.894714,-118.270473
03714568,33.890896,-118.268386
03714569,33.891068,-118.267881
03714590,33.891127,-118.269229
03714591,33.89228,-118.268905
03714609,34.074767,-118.378047
03714616,34.074775,-118.378314
03714656,33.901357,-118.272172
03714666,33.904487,-118.279395
03714667,33.903551,-118.279393
03714668,33.904851,-118.279392
03714669,33.902468,-118.279398
03714670,33.903165,-118.280799
03714671,33.902349,-118.280795
03714672,33.904126,-118.280794
03714673,33.901445,-118.278945
03714674,33.901468,-118.280795
03714675,33.903413,-118.2808
03714692,34.056033,-118.355267
03714701,33.965966,-117.969356
03714702,33.965795,-117.969593
03714703,33.965835,-117.969519
03710860,34.029718,-118.090672
03710862,34.029224,-118.083449
03710868,34.032887,-118.085832
03710873,34.031917,-118.090067
03710874,34.03393,-118.077846
03710875,34.0283,-118.095834
03710877,33.798622,-118.162861
03710878,33.797835,-118.161818
03710881,33.797725,-118.161766
03710889,33.797668,-118.164335
03710893,33.79739,-118.162918
03710894,33.797526,-118.164188
03710896,33.799701,-118.165132
03710899,33.797184,-118.164629
03710901,33.800967,-118.164806
03710904,33.801022,-118.165041
03710905,33.802153,-118.164972
03710906,33.801251,-118.163812
03710907,33.802039,-118.163745
03710908,33.80175,-118.164272
03710909,33.79827,-118.164327
03710910,33.798405,-118.164166
03710911,33.798496,-118.164138
03710917,33.793797,-118.157472
03710919,33.794128,-118.1587
03710921,33.794136,-118.158099
03710930,33.800393,-118.161836
03710934,33.80035,-118.161993
03710936,33.800693,-118.16285
03710939,33.80032,-118.165232
03710943,33.796108,-118.161714
03710949,33.801086,-118.167241
03712984,34.352795,-118.511035
03716152,33.942281,-118.069085
03716220,33.94142,-118.068231
03716221,33.941266,-118.069162
03716222,33.941328,-118.057958
03716225,33.940952,-118.057732
03716227,33.941011,-118.057253
03716228,33.941547,-118.057251
03716229,33.941594,-118.058798
03716252,33.940735,-118.059006
03716253,33.94131,-118.059364
03716255,33.94006,-118.058997
03716258,33.936482,-118.055737
03716259,33.939895,-118.056143
03716260,33.939888,-118.057059
03716262,33.941655,-118.059081
03716263,33.941161,-118.060591
03716266,33.940661,-118.060132
03716267,33.938019,-118.056393
03716268,33.940988,-118.059384
03716269,33.939518,-118.057952
03716270,33.939517,-118.056119
03716271,33.941611,-118.060576
03716272,33.9399,-118.060794
03716273,33.938174,-118.059417
03716276,33.939472,-118.06012
03716294,33.939585,-118.064986
03716296,33.939524,-118.064693
03716299,33.939229,-118.065652
03716301,33.940585,-118.0645
03716311,33.94121,-118.067366
03716322,33.939226,-118.068064
03713472,34.391334,-118.492892
03713474,34.392622,-118.492003
03713494,34.382996,-118.494949
03713495,34.382357,-118.494844
03713496,34.382963,-118.495966
03713497,34.382357,-118.495985
03713498,34.383922,-118.496843
03713500,34.383431,-118.494393
03713509,34.003502,-118.37425
03713510,33.997514,-118.36815
03713526,33.776033,-118.132048
03713552,0,0
03713573,0,0
03713578,33.918259,-118.288471
03713609,33.903306,-118.281516
03713611,33.903306,-118.282212
03713612,33.904393,-118.283335
03713614,33.903573,-118.283334
03713615,33.90413,-118.284438
03713622,33.917543,-118.290938
03713623,33.916525,-118.289117
03713624,33.916882,-118.288923
03713628,33.903299,-118.285495
03713630,0,0
03713640,33.916057,-118.288764
03713642,33.904132,-118.280539
03713643,33.905985,-118.281516
03713644,33.905128,-118.281519
03713647,33.904883,-118.282203
03713649,33.904126,-118.281683
03713661,33.969738,-118.359568
03713662,33.969615,-118.359572
03714704,33.965873,-117.969479
03714705,33.965908,-117.969438
03714706,33.965936,-117.969398
03714707,33.966006,-117.969311
03714708,33.965817,-117.969562
03714709,33.967119,-117.954425
03714710,33.967122,-117.954367
03714711,33.967117,-117.954299
03714712,33.967128,-117.954233
03714713,33.967169,-117.953511
03714714,33.967131,-117.954166
03714715,33.967126,-117.954102
03714716,33.967145,-117.954032
03714717,33.96715,-117.953965
03714718,33.967156,-117.953896
03714719,33.967152,-117.953838
03714720,33.967154,-117.95377
03714721,33.967161,-117.953702
03714722,33.967166,-117.953635
03714723,33.96717,-117.953573
03714724,33.967176,-117.953473
03714725,33.967189,-117.953439
03714746,33.941393,-118.070802
03714752,33.945891,-118.0677
03714753,33.94653,-118.065036
03714754,33.946529,-118.067241
03714756,33.948722,-118.066606
03714759,33.944169,-118.066053
03714760,33.944642,-118.065158
03714761,33.949679,-118.065179
03714762,33.946587,-118.069463
03714764,33.944467,-118.067375
03710950,33.800485,-118.166979
03710952,33.796882,-118.161764
03710954,33.796462,-118.162636
03710955,33.796769,-118.162317
03710957,33.795914,-118.162718
03710958,33.795492,-118.162621
03710960,33.79653,-118.162826
03710965,33.799752,-118.159271
03710966,33.800294,-118.160898
03710967,33.800099,-118.160414
03710968,33.799443,-118.159031
03710969,33.800228,-118.159209
03710974,33.7986,-118.166019
03710981,33.79383,-118.154092
03710982,33.794687,-118.154246
03710988,33.79384,-118.153094
03710997,33.79767,-118.157402
03711002,33.794544,-118.154327
03711003,33.795431,-118.15496
03711004,33.797282,-118.158434
03711005,33.79728,-118.157253
03711007,33.798587,-118.158253
03711008,33.793754,-118.15095
03711010,33.793648,-118.149972
03711011,33.794649,-118.153285
03711012,33.794574,-118.152133
03711013,33.795456,-118.153709
03711015,33.799125,-118.158348
03711016,33.798169,-118.158335
03711018,33.792085,-118.147634
03711023,33.794222,-118.153497
03711025,33.799349,-118.15678
03711026,33.797744,-118.156847
03716426,33.943974,-118.078984
03716427,33.943701,-118.079079
03716428,33.942457,-118.079501
03716431,33.942716,-118.079396
03716432,33.942748,-118.079379
03716436,33.938578,-118.068029
03716452,33.9485,-117.901634
03716461,34.027046,-118.100414
03716464,34.477251,-118.632137
03716551,33.809388,-118.297818
03716555,33.812783,-118.187396
03716571,33.947809,-117.885487
03716575,33.948873,-117.89804
03716578,34.064223,-118.271296
03716591,33.789119,-118.280932
03716592,33.788869,-118.278108
03716593,33.78979,-118.276833
03716594,33.789908,-118.275629
03716596,33.797201,-118.276623
03716597,33.79612,-118.28005
03716598,33.793697,-118.275781
03716599,33.793666,-118.276497
03716600,33.792695,-118.276046
03716601,33.792662,-118.276936
03716602,33.792486,-118.278157
03716604,33.791724,-118.276874
03716605,33.792097,-118.27549
03716606,33.794766,-118.276983
03716608,33.791049,-118.275959
03716710,33.946785,-118.060545
03716712,33.946091,-118.060588
03714765,33.946081,-118.067651
03714766,33.945558,-118.065844
03714767,33.942438,-118.066633
03714768,33.943273,-118.066085
03714769,33.942384,-118.064475
03714770,33.949673,-118.070152
03714772,33.943035,-118.06545
03714774,33.943462,-118.06631
03714778,33.947108,-118.066512
03714779,33.943705,-118.064255
03714780,33.944226,-118.064258
03714782,33.942849,-118.066853
03714783,33.94308,-118.066848
03714785,33.942899,-118.065872
03714787,33.942218,-118.065484
03714792,33.934891,-118.055727
03714793,33.934902,-118.056717
03714797,33.934021,-118.056727
03714979,33.912821,-118.285745
03714980,33.912956,-118.28574
03714987,33.903379,-118.271866
03714988,33.902452,-118.271211
03714989,33.902528,-118.271772
03714990,33.902309,-118.271715
03714999,33.906593,-118.279385
03715004,33.903156,-118.279397
03715007,33.899871,-118.274546
03715009,33.898876,-118.277277
03715012,33.900402,-118.275171
03715014,33.900319,-118.276355
03715015,33.899693,-118.277556
03715016,33.900791,-118.277881
03713664,33.963412,-118.345728
03713672,0,0
03713696,34.437676,-118.697038
03713697,34.437823,-118.696684
03713698,34.43815,-118.696394
03713699,34.430478,-118.703646
03713700,34.434121,-118.705939
03713701,34.434445,-118.702057
03713702,34.434196,-118.705419
03713703,34.434034,-118.702107
03713704,34.434574,-118.706467
03713705,34.434514,-118.702049
03713706,34.438207,-118.693121
03713707,34.435837,-118.703748
03713709,34.43591,-118.705813
03713710,34.435654,-118.701878
03713711,34.435597,-118.701966
03713712,34.438488,-118.699217
03713713,34.43588,-118.706168
03713714,34.435807,-118.703846
03713715,34.435403,-118.699965
03713716,34.435519,-118.69984
03713717,34.438877,-118.694213
03713718,34.438611,-118.696511
03713719,34.435741,-118.701747
03713721,34.439014,-118.694215
03713722,34.43856,-118.698205
03713723,34.437827,-118.701111
03713724,34.435438,-118.706485
03713726,34.436824,-118.702626
03713727,34.438129,-118.693179
03716713,33.947812,-118.059789
03716722,33.944579,-118.057504
03716723,33.946556,-118.057806
03716724,33.944271,-118.057894
03716727,33.943986,-118.056596
03716728,33.947034,-118.059645
03716735,33.92588,-118.083988
03716755,34.059327,-118.455758
03716756,34.059282,-118.455833
03716758,34.059029,-118.455647
03716768,34.478783,-118.602758
03716769,34.477425,-118.600532
03716770,34.478582,-118.601255
03716771,34.4777,-118.601923
03716772,34.476522,-118.600442
03716773,34.476874,-118.602239
03716774,34.477214,-118.603505
03716775,34.476185,-118.607524
03716796,33.831807,-118.32571
03716804,33.847628,-118.344479
03716805,33.84764,-118.343165
03716917,33.80163,-118.296177
03716919,33.801619,-118.29294
03716920,33.801615,-118.291357
03716922,33.801603,-118.288436
03716926,33.798456,-118.291636
03716927,33.798454,-118.295702
03716928,33.799981,-118.296235
03716929,33.798462,-118.293679
03716930,33.79844,-118.290049
03716931,33.798418,-118.287148
03716932,33.798425,-118.2856
03715018,33.899396,-118.27902
03715020,33.900315,-118.280552
03715021,33.899132,-118.280604
03715022,33.906328,-118.279392
03715025,33.908776,-118.280138
03715026,33.907571,-118.279396
03715262,33.965952,-117.963513
03715263,33.966107,-117.963588
03715264,33.965796,-117.96344
03715265,33.965903,-117.96349
03715266,33.966179,-117.96367
03715267,33.966252,-117.963773
03715268,33.966318,-117.963874
03715269,33.966061,-117.963565
03715270,33.966002,-117.96354
03715271,33.96615,-117.963621
03715272,33.966216,-117.963723
03715273,33.966291,-117.963823
03715274,33.965839,-117.963465
03715275,33.967187,-117.953406
03715276,33.967188,-117.953376
03715277,33.967186,-117.95334
03715278,33.967184,-117.953304
03715280,33.967112,-117.954521
03715281,33.96711,-117.954496
03715282,33.967115,-117.954458
03715283,33.962708,-117.96498
03715284,33.962728,-117.96496
03715285,33.962778,-117.959429
03715286,33.962803,-117.959434
03715287,33.962831,-117.959437
03715288,33.962887,-117.959443
03716934,33.800015,-118.292809
03716935,33.8,-118.291409
03716936,33.800009,-118.28999
03716938,33.79925,-118.287666
03716940,33.798328,-118.290312
03716941,33.799704,-118.296158
03716942,33.798258,-118.2853
03716944,33.798257,-118.288165
03716945,33.798261,-118.288002
03716946,33.79829,-118.292013
03716948,33.801711,-118.28832
03716951,33.800058,-118.292104
03716952,33.799997,-118.289459
03716978,33.815108,-118.316245
03716979,33.812579,-118.322799
03717073,33.809431,-118.311427
03717077,34.475872,-118.59827
03717080,34.481175,-118.608691
03717083,34.479185,-118.604748
03717084,34.480918,-118.607418
03717085,34.480211,-118.60561
03717088,33.799775,-118.29957
03717140,33.811054,-118.314721
03717144,33.820374,-118.354825
03717220,33.812965,-118.318729
03717244,33.813092,-118.316317
03717250,33.793676,-118.288622
03717293,33.872599,-118.390964
03717294,33.822075,-118.319828
03717295,33.812105,-118.314062
03717299,33.789999,-118.286077
03717300,33.789988,-118.286143
03713728,34.435441,-118.69471
03713729,34.437926,-118.694394
03713732,34.433742,-118.703795
03713733,34.434517,-118.703154
03713734,34.437994,-118.694394
03713735,34.438867,-118.693133
03713736,34.438859,-118.692712
03713738,34.440174,-118.688516
03713739,34.440141,-118.685424
03713740,34.440265,-118.683971
03713741,34.439076,-118.686827
03713742,34.438082,-118.690905
03713743,34.440384,-118.68688
03713744,34.44022,-118.691517
03713851,34.392843,-118.491114
03713859,34.394142,-118.490556
03713860,34.39354,-118.490133
03713861,34.392305,-118.492287
03713862,34.391509,-118.492343
03713864,34.392351,-118.491226
03713865,34.391522,-118.492386
03713867,34.392851,-118.492263
03713868,34.392822,-118.488879
03713871,34.394421,-118.490903
03713873,34.393307,-118.493248
03713874,34.391423,-118.491624
03713879,34.393079,-118.490003
03713907,34.393171,-118.491881
03713916,34.385584,-118.493881
03713918,34.390643,-118.491074
03713935,34.387247,-118.493883
03713938,34.386467,-118.494672
03711031,33.79533,-118.154262
03711033,33.798235,-118.157325
03711034,33.795373,-118.152824
03711036,33.795452,-118.152894
03711037,33.795442,-118.154109
03711038,33.7952,-118.152914
03711041,33.802985,-118.167127
03711045,33.80326,-118.167142
03711046,33.8029,-118.166112
03711053,33.798263,-118.165501
03711062,33.79394,-118.155333
03711070,33.800291,-118.167876
03711074,33.800109,-118.168114
03711085,33.818553,-118.181027
03711088,33.819697,-118.183964
03711103,33.827205,-118.194429
03711130,33.805614,-118.175936
03711131,33.804693,-118.175855
03711132,33.804682,-118.175971
03711150,33.806456,-118.162936
03711175,33.79697,-118.156954
03711176,33.799723,-118.168366
03711190,33.805853,-118.172475
03711191,33.80481,-118.1736
03711192,33.806042,-118.173684
03711195,33.80477,-118.174491
03711196,33.80601,-118.174507
03711199,33.805804,-118.173534
03711200,33.80559,-118.172633
03711201,33.805149,-118.174463
03711221,33.801896,-118.162787
03711223,33.80144,-118.161447
03711224,33.801357,-118.162966
03715289,33.962858,-117.959438
03715290,33.962913,-117.959444
03715291,33.962969,-117.959446
03715292,33.962994,-117.959448
03715293,33.963053,-117.959453
03715294,33.96308,-117.95945
03715295,33.963141,-117.959449
03715296,33.963108,-117.959456
03715297,33.963127,-117.959452
03715298,33.962957,-117.959442
03715299,33.963154,-117.959452
03715300,33.962929,-117.959444
03715301,33.963042,-117.959449
03715302,33.963095,-117.95945
03715303,33.963211,-117.959458
03715304,33.963201,-117.959455
03715305,33.963182,-117.959457
03715306,33.963221,-117.959464
03715307,33.962754,-117.959424
03715308,33.962945,-117.959443
03715309,33.963024,-117.959449
03715310,33.96274,-117.959432
03715312,33.962599,-117.976216
03715314,33.962547,-117.976215
03715315,33.955721,-117.94977
03715316,33.955739,-117.94968
03715318,33.957762,-117.924504
03715319,33.958098,-117.924274
03715320,33.957787,-117.92449
03715321,33.957858,-117.924436
03715322,33.957893,-117.924406
03715323,33.957811,-117.92447
03713939,34.385477,-118.49498
03713942,34.385637,-118.495947
03713943,34.386351,-118.495965
03713944,34.38724,-118.495943
03713950,34.386754,-118.495401
03713998,33.961652,-118.436808
03713999,33.962575,-118.436068
03714003,33.964545,-118.433229
03714009,33.966385,-118.443632
03714010,33.965848,-118.444886
03714014,33.967232,-118.442403
03714016,33.968899,-118.438234
03714017,33.969407,-118.440379
03714018,33.970261,-118.442477
03714019,33.971268,-118.443143
03714020,33.970678,-118.44448
03714022,33.971816,-118.445229
03714023,33.97008,-118.445827
03714024,33.969656,-118.443809
03714027,33.964145,-118.435913
03714028,33.962719,-118.438543
03714029,33.960494,-118.434235
03714034,33.963459,-118.438104
03714035,33.962504,-118.43705
03714036,33.963331,-118.437274
03714038,33.963869,-118.436631
03714039,33.964096,-118.437073
03714042,33.96322,-118.436447
03714044,33.963166,-118.435976
03714046,33.962545,-118.44094
03717301,33.789977,-118.286205
03717302,33.789963,-118.286272
03717303,33.789952,-118.286343
03717304,33.789941,-118.286405
03717305,33.789927,-118.286468
03717326,33.811105,-118.311959
03717335,33.810977,-118.312683
03717340,33.810807,-118.312608
03717349,33.794522,-118.28194
03717350,0,0
03717361,33.79903,-118.277433
03717366,33.789189,-118.276011
03717368,33.796413,-118.277741
03717369,33.796605,-118.275702
03717424,33.815399,-118.321583
03717475,33.814717,-118.307637
03717527,33.814438,-118.308443
03717529,33.815703,-118.307935
03717532,33.795471,-118.291302
03717533,33.796085,-118.289743
03717538,33.796093,-118.282141
03717539,33.79529,-118.280946
03717541,33.79378,-118.280887
03717542,33.794788,-118.278185
03717576,34.050671,-118.405422
03717577,34.050684,-118.405424
03717580,34.050721,-118.405513
03717581,34.050708,-118.405507
03717582,34.050693,-118.405504
03717585,34.050708,-118.405233
03717586,34.045646,-118.413245
03717587,34.045569,-118.413404
03711225,33.802424,-118.162254
03711232,33.796812,-118.159388
03711235,33.795761,-118.159615
03711236,33.796666,-118.159611
03711237,33.797007,-118.161121
03711245,33.801715,-118.159987
03711248,33.806022,-118.169306
03711250,33.804689,-118.168186
03711251,33.80165,-118.162776
03711252,33.801612,-118.161605
03711253,33.802146,-118.162952
03711254,33.80196,-118.161933
03711258,33.80083,-118.159205
03711260,33.800721,-118.160017
03711265,33.802012,-118.167118
03711267,33.802138,-118.167237
03711277,33.804724,-118.16855
03711281,33.79848,-118.165914
03711294,33.811981,-118.185663
03711295,33.811812,-118.185936
03711296,33.811945,-118.185816
03711318,33.80957,-118.181384
03711319,33.811911,-118.185219
03711340,33.807438,-118.181476
03711341,33.8146,-118.187429
03711359,33.80584,-118.176004
03711360,33.805719,-118.176132
03711361,33.805316,-118.176176
03711362,33.805136,-118.176133
03711363,33.804678,-118.176057
03711364,33.809659,-118.180937
03711451,33.955187,-117.906095
03715324,33.957931,-117.924386
03715325,33.957952,-117.924371
03715326,33.957836,-117.924452
03715327,33.957882,-117.924416
03715328,33.957976,-117.924354
03715329,33.958004,-117.924337
03715330,33.958028,-117.924319
03715331,33.958048,-117.924307
03715332,33.958074,-117.924288
03715333,33.957737,-117.924522
03715334,33.957709,-117.92454
03715335,33.95769,-117.924557
03715336,33.95766,-117.924575
03715337,33.957633,-117.924594
03715338,33.957622,-117.924606
03715339,33.957602,-117.92462
03715340,33.957912,-117.924393
03715341,33.957985,-117.924347
03715342,33.957585,-117.92462
03715343,33.95811,-117.924264
03715344,33.957616,-117.924608
03715345,33.957695,-117.924621
03715346,33.957679,-117.924637
03715347,33.957652,-117.92466
03715348,33.947793,-117.924701
03715349,33.947467,-117.924817
03715350,33.94793,-117.924646
03715351,33.947875,-117.924669
03715353,33.947261,-117.924882
03715354,33.947409,-117.924836
03715355,33.947205,-117.924901
03715356,33.947163,-117.924917
03717588,34.045563,-118.413422
03717589,34.045582,-118.413388
03717590,34.04559,-118.413373
03717591,34.045597,-118.413353
03717592,34.045604,-118.413336
03717593,34.045621,-118.413304
03717594,34.045629,-118.413284
03717599,34.045529,-118.41337
03717600,34.050675,-118.405296
03717624,33.793767,-118.277891
03717625,33.809439,-118.297967
03717626,33.808988,-118.292513
03717627,33.808682,-118.288351
03717628,33.808226,-118.297884
03717629,33.808664,-118.292514
03717630,33.807791,-118.286158
03717631,33.807798,-118.296627
03717632,33.807135,-118.290796
03717633,33.807823,-118.289445
03717634,33.806855,-118.297958
03717635,33.805825,-118.290813
03717637,33.805155,-118.298057
03717638,33.804512,-118.290819
03717639,33.806547,-118.289464
03717640,33.805022,-118.297938
03717641,33.803875,-118.292427
03717642,33.805652,-118.287878
03717644,33.802719,-118.29408
03717645,33.805248,-118.289411
03717647,33.802862,-118.295385
03717648,33.809042,-118.29251
03717650,33.807285,-118.299254
03715357,33.948013,-117.924502
03715358,33.948036,-117.92459
03715359,33.947364,-117.924844
03715360,33.94798,-117.924617
03715361,33.947745,-117.924723
03715365,33.958552,-117.94166
03715366,33.958573,-117.941638
03715367,33.958258,-117.941964
03715368,33.958242,-117.941979
03715369,33.958228,-117.941999
03715370,33.958219,-117.942011
03715371,33.958204,-117.942024
03715372,33.958194,-117.942043
03715373,33.958166,-117.942069
03715374,33.958472,-117.941744
